navn,mængde,produkt_id
Zinka Lip Protector SPF 30 Lip Balm,18.28,10
BDNF,61.65,23
Norditropin,51.93,59
Zolmitriptan,73.34,13
HealthMart Mucus Relief FM,47.06,81
Dr. Jart Shimmering Beauty Balm 02 Medium - Deep,96.35,83
Secret Soothing Effects,76.19,64
Voriconazole,4.68,26
Nighttime Sleep Aid,66.93,55
Age Defying Blemish Treatment,38.09,52
Telmisartan,81.11,56
LEADER WOMENS LAXATIVE,11.09,3
Migraine Relief,31.5,68
Amoxicillin,40.45,71
Zolpidem Tartrate,4.78,63
Magnesium Citrate,68.29,88
Quetiapine Fumarate,11.61,73
Sweet Gum,77.63,37
Standardized Grass Pollen, Fescue, Meadow,8.4,72
Potassium Chloride in Dextrose,12.48,57
Salt Grass,14.55,38
ANTIBACTERIAL AMBER FLORAL,67.97,78
Isopropyl alcohol,1.63,25
carbidopa, levodopa and entacapone,4.23,61
Nitrofurantion Macrocrystals,96.4,72
Diabenex,83.99,57
MEPROBAMATE,98.23,41
Aquaphor Healing,44.7,97
Fluconazole,51.0,95
Gabapentin,11.75,7
FENTANYL,54.26,3
Rugby,99.66,3
REQUIP,61.88,43
Oxaprozin,94.88,70
Hydrochlorothiazide,18.88,29
FENTANYL CITRATE,83.2,44
Hydrochlorothiazide,98.01,41
PCXX NEUTRAL GEL RASPBERRY BLAST,25.52,90
Citanest Plain,33.86,47
Denti-Care Denti-Foam,85.41,33
ACTIQ,44.34,54
Dove,13.37,75
ESSENCE OF BEAUTY,36.94,72
Chest Rub,69.89,54
Long Last Make UP 02 (Neo Heliopan),2.09,32
Clonazepam,50.57,69
Purminerals 4-in-1 14-Hour Wear Foundation Broad Spectrum SPF 15 (BLUSH MEDIUM),97.25,74
Kalium aceticum comp. 6,94.11,2
Metformin Hydrochloride,92.86,11
Warfarin Sodium,69.71,69
Omeprazole,11.3,7
Ranitidine,25.63,46
Mentholatum,65.86,79
White Potato,84.01,49
Health Mart fiber,34.42,40
Quality Choice Nighttime Severe Cold and Cough,16.88,5
clindamycin hydrochloride,67.51,14
Apis Mell.,40.7,30
Atenolol,22.27,98
Crest Pro-Health Multi-Protection,77.13,84
ISAKNOX AGELESS SERUM COMPACT 23,40.74,19
Lemon Zest Antibacterial Foaming Hand Wash,49.56,50
TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,51.21,80
Stool Softener,49.3,85
Selegiline Hydrochloride,38.38,61
IMITREX,38.85,26
Bonogen Plus,92.6,10
STRING BEAN,38.06,33
bethanechol chloride,87.24,99
Zap APF,95.22,52
Lisinopril,32.5,72
HA2CG EVOLUTION,61.18,65
Triamterene and Hydrochlorothiazide,40.66,92
Nitrofurantoin (monohydrate/macrocrystals),32.52,95
Roll-On Antiperspirant,89.59,42
Stool Softener plus Stimulant Laxative,81.59,9
Sepia comp.,42.98,8
SNAYTOX WRINKLE FILLER SPECIAL SET,53.55,51
KALI BICHROMICUM,44.74,5
RECOMBINATE,50.13,29
Lil Drug Store Cold Relief,65.17,62
Giorgio Armani Maestro Fusion Makeup Compact Broad Spectrum SPF 29 Sunscreen,93.58,70
Pantoprazole Sodium Delayed Release,43.3,65
ISOPROPYL RUBBING ALCOHOL,1.24,12
Bupropion Hydrochloride,9.82,43
Oxycodone Hydrochloride,59.88,28
Nazil,27.2,46
ofloxacin,63.83,63
Everyday Facial Moisturizer And Sunscreen SPF 20,20.58,47
Antimicrobial Alcohol Hand wipes,11.09,22
Clarithromycin,70.3,94
Jelly Bean Antibacterial Hand,56.89,19
Amiodarone HCl,37.06,32
Megace ES,91.43,82
Sucrets Herbal,84.82,82
Ampicillin and Sulbactam,45.49,51
Waterless Anti-Bacterial Hand Cleanser,7.06,78
White Tea Antibacterial,79.17,35
Little Remedies Little Tummys Laxative Drops,79.03,17
Aconitum Napellus Kit Refill,19.33,60
Misoprostol,10.33,9
Wheat Smut,24.48,69
HEAD COLD,69.65,34
Dry Cough Diarrhea,57.31,99
Dr. Berrys APOTHECARY Foot and Ankle Therapy Oil,42.07,27
Cold and Cough,51.37,3
12 Hour Original Nasal Decongestant,14.15,24
Isoniazid,1.23,59
CRESTOR,34.29,3
ENALAPRIL MALEATE,99.47,58
PROCHLORPERAZINE MALEATE,34.06,70
take cover anti-aging foundation,12.93,64
ELOCTATE,50.24,73
Arbonne RE9 Advanced for Men,21.83,3
Childrens Ibuprofen,26.95,44
Warfarin Sodium,12.01,69
Donepezil Hydrochloride,58.72,73
Griseofulvin,88.85,9
Mercurius Vivus Kit Refill,68.61,81
Hypothalmu Stim,7.6,73
DG Health cold multi symptom,85.54,21
Lansoprazole,29.95,52
Apis regina Cerebri,77.81,61
Intervene Makeup Broad Spectrum Sunscreen SPF 15 Soft Cameo,27.48,77
CARYA ILLINOINENSIS POLLEN,31.29,51
Venlafaxine Hydrochloride,85.48,15
Hydrochlorothiazide,4.81,1
Elta MD UV Aero,59.42,77
Standardized Mite, Dermatophagoides farinae, Bulk, 10000 AU per mL,72.92,52
BZK Towelette,62.58,19
pain reliever,76.6,74
Neutrogena Healthy Skin Enhancer,59.72,8
Cutiecaine,18.57,66
Fluoxetine,25.2,100
Lisinopril,78.45,62
Signature Body,77.86,28
Cephalexin,68.47,23
Belladonna Betula Formica,10.04,72
POTASSIUM CHLORIDE,77.57,14
Assured,27.86,46
Exuviance CoverBlend Skin Caring Foundation,67.65,19
Ampicillin,77.19,99
Lovastatin,53.56,79
Antiseptic,96.18,10
Synthroid,93.22,12
Methocarbamol,62.51,61
quetiapine fumarate,66.62,63
Eye Sarcode,51.83,26
Ramipril,97.12,9
Kitchen Citrus,76.35,76
STANDARDIZED ORCHARD GRASS POLLEN,96.83,76
LBEL Couleur luxe rouge irresistible maximum hydration SPF 17,52.7,87
Ananassa Resina,33.26,90
Heparin Sodium,46.16,9
Pain Relief,16.23,14
HORIZANT,71.52,32
VALTREX,60.47,2
Balahist,90.93,87
Gabapentin,83.12,68
Magnesium sulf. Bryonia,97.62,30
up and up antacid anti gas,98.81,7
CD DIORSKIN NUDE SKIN-GLOWING MAKEUP SUNSCREEN BROAD SPECTRUM SPF 15 022 Cameo,71.59,93
TussiCaps,86.54,47
leader lice treatment,77.57,72
Salt Grass,49.27,65
NIGHTTIME SLEEP AID,80.72,40
NAPROXEN,67.51,88
Fresh Peony Brightening UV Shield Sunscreen SPF 50 Plus,98.97,29
Fentanyl Citrate,13.23,33
Saline Laxative,24.42,17
Lemon Quince Allergy Relief,41.31,77
Lisinopril,56.17,78
Herring,59.46,1
Aspirin,90.63,89
TETRA-ABC,77.42,98
Coppertone Clearly Sheer For Beach and Pool,82.86,91
Raggedy Ann and Andy Foam,84.36,15
LBEL,96.05,50
Acetaminophen and Codeine Phosphate,68.94,94
Sunstick Broad Spectrum SPF 30,16.85,64
SODIUM SULFACETAMIDE, SULFUR,39.28,54
Haloperidol Decanoate,18.64,12
Meclizine Hydrochloride,56.77,53
Muscle and Joint,22.51,70
Toast,56.95,66
Losartan Potassium,13.28,40
DIGESTION RELIEF,62.56,69
Olanzapine,72.67,74
phentermine hydrochloride,36.61,71
FAGUS GRANDIFOLIA POLLEN,15.02,60
CVS Pharmacy Ibuprofen,99.91,66
DiBromm,43.78,39
Mirtazapine,82.85,11
Cortisporin,25.08,43
Standardized Grass Pollen, Grass Mix 7,46.26,19
Good Sense Ibuprofen,98.36,80
Lisinopril and Hydrochlorothiazide,12.1,43
good neighbor pharmacy aspirin,96.36,27
Topical Anesthetic,98.63,95
Bentyl,74.78,2
Oxacillin,2.2,67
Smart Sense pain relief,95.75,68
Aveeno Active Naturals Smart Essentials Daily Nourishing Moisturizer,54.08,80
Rhus Aconitum,42.88,89
Topiramate,37.02,62
Vimpat,45.3,41
Dipyridamole,77.53,98
Topical Anesthetic,89.53,33
Treatment Set TS340987,4.93,93
Health Smart Medicated Body,30.82,55
Bronchial Cough,68.2,91
CARE ONE,26.67,76
NAPROXEN,85.09,79
Phenazopyridine Hydrochloride,18.86,23
Lisinopril and Hydrochlorothiazide,96.74,44
Ropinirole,90.81,96
Rejuvenate 2000 Athletic Formula For Women,49.44,83
Cetirizine Hydrochloride,22.78,66
Epirubicin Hydrochloride,22.27,28
Atenolol,60.79,23
Amoxicillin,1.69,54
Lorazepam,83.66,92
gas relief,91.38,30
Doxazosin,92.23,42
All Day Allergy,52.28,75
Simvastatin,64.16,189
Cetirizine Hydrochloride,56.96,172
Amoxicillin,38.97,178
topiramate,87.88,167
Benazepril Hydrochloride and Hydrochlorothiazide,28.81,132
Desipramine Hydrochloride,63.6,137
Tretinoin,43.41,187
Major Prep Hemorrhoidal,27.85,168
Valacyclovir Hydrochloride,93.3,144
INDERAL XL,19.96,124
Oxygen,97.02,103
PLANTAGO LANCEOLATA POLLEN,11.47,183
TYLENOL,61.83,109
PLATANUS OCCIDENTALIS POLLEN,52.72,171
Paragon Aero Instant,35.03,106
propranolol hydrochloride,25.44,158
Guinea Pig Epithelium,63.42,184
Bacitracin,49.23,113
Edema,24.01,129
good neighbor pharmacy arthritis pain,76.14,143
GUNA-VENUS,8.01,129
Koh Gen Do Aqua Foundation,1.98,152
Epsom Salt,41.74,189
Ganirelix Acetate,43.04,197
Topex,33.81,138
good neighbor pharmacy ibuprofen,96.76,142
Virotox,46.5,128
amlodipine besylate,65.35,159
TOPIRAMATE,53.0,128
SIMPONI ARIA,65.65,160
Midazolam Hydrochloride,51.32,165
LBEL COULEUR LUXE AMPLIFIER XP,16.98,138
lovastatin,16.83,134
Prometh with Dextromethorphan,21.71,120
Australian Gold,99.21,103
SohMed Alertness Aid,26.95,106
HurriCaine,13.25,132
Nitrogen,50.38,181
Pranactin-Citric,11.42,168
DG health calcium antacid,66.81,115
Diltiazem Hydrochloride,21.35,145
Gas Relief,72.32,175
CEFTIN,29.0,138
Degree Girl Just Dance,9.44,179
Dr.Jart Black Label Detox BB Beaty Balm,70.24,194
ConZip,98.0,141
Dapsone,74.04,118
Marcaine,40.72,175
Tigan,64.02,173
PURGASOL,65.45,118
FUROSEMIDE,47.4,134
Levisticum e rad. 3,4.96,136
OCUMEND,4.16,112
ZERIT,47.97,145
Lovastatin,25.5,183
Cefuroxime,54.36,131
lisinopril,53.95,143
VALPROIC ACID,60.19,138
CARBON DIOXIDE,31.58,130
Nasal Decongestant,7.62,104
Escitalopram oxalate,78.36,169
Oxycodone Hydrochloride,44.31,123
CANIS LUPUS FAMILIARIS SKIN,60.2,194
Vichy Laboratoires Normaderm Daily Pore Unclogging Scrub,4.7,134
Antibacterial Hand Polar Mint,94.99,184
Temazepam,46.83,134
Venlafaxine Hydrochloride,45.27,163
SHISEIDO ADVANCED HYDRO-LIQUID COMPACT (REFILL),33.87,164
health mart famotidine,23.46,111
Furosemide,12.86,166
Kiehls Since 1851 Broad Spectrum SPF 30 Sunscreen Powerful Wrinkle Reducing,12.88,140
MINOXIDIL,66.52,153
NARS ALL DAY LUMINOUS FOUNDATION,29.0,143
Hydroxyzine Hydrochloride,15.38,141
Jafra Brightening,77.11,140
Brevibloc,65.36,126
Eye Drops Redness and Dry Eye Relief,30.41,103
ShopRite Adult Tussin,60.13,199
Good Neighbor Pharmacy Mucus Relief PE,72.62,171
Isosorbide Mononitrate,54.87,168
Aminophylline,95.28,145
Metoclopramide Hydrochloride,69.43,177
RHEUMATIC PAINS,91.36,195
SPF 20,53.59,154
Phenobarbital,26.59,138
Ulta Fresh Spice Anti-Bacterial Deep Cleansing,33.32,134
Amitriptyline Hydrochloride,38.12,115
Temovate,29.58,185
Topiclear Paris,25.06,111
Coppertone water BABIES,64.18,146
Amoxicillin,69.92,147
Penicillium Mixture,73.08,147
ZINC OXIDE,20.67,155
Darby,2.26,176
PEPSOM SPORTS SPEARMINT,92.0,168
Azithromycin,36.85,179
Labsco Sterile Alcohol Prep Pad,76.49,175
Dorzolamide Hydrochloride,54.79,167
Cephalosporium,11.81,138
SAFEWAY,78.29,147
Neova,50.17,161
Midazolam hydrochloride,64.7,112
Potassium Chloride,15.69,172
COUGH HEADACHE,65.58,103
Allergy Relief,9.89,115
Luxury,13.54,130
Amazonian Clay 12-Hour Full Coverage Foundation Broad Spectrum SPF 15 Sunscreen,65.69,163
Chantix,76.96,135
Ban,8.52,112
Hydrogen Peroxide,77.96,113
Oxymorphone Hydrochloride,94.25,198
Levothyroxine Sodium,34.05,156
Germ Bullet,91.01,108
DR BELLS POMADE,49.78,165
JANUVIA,39.54,197
Topcare Cough and Sore Throat,27.84,117
Levofloxacin,18.42,110
Levetiracetam,50.46,133
Levetiracetam,30.23,165
FENTANYL TRANSDERMAL SYSTEM,10.78,130
Dg Health pain reliever,93.34,128
Topiramate,87.29,102
Famotidine,58.33,176
Faith Family Ducks Antiseptic Hand Cleansing,22.37,147
Clemastine Fumarate,23.67,152
LAMICTAL,86.1,115
Blemish Serum,40.07,132
Ginseng Stemcell Mask,53.01,123
DR. WALTONS,1.92,167
Brazil Nut,76.21,160
night time,48.94,115
Tenzer,46.87,154
Amitiza,10.91,120
Daily Moisturizing,42.8,186
Naropin,84.17,116
SHISEIDO PURENESS MATIFYING COMPACT OIL-FREE (REFILL),82.9,110
Citalopram,87.01,168
XtraCare Creamy Petroleum Jelly,82.21,114
XtraCare instant Hand Sanitizer Cocoa Butter,59.17,167
ZOFRAN,44.88,135
Pravastatin Sodium,68.2,192
PERFECT BUST,81.06,156
Tussin CF,69.64,169
Brazil Nut Meat,14.45,179
Doxorubicin Hydrochloride,77.24,140
Amlodipine and Benazepril Hydrochloride,12.58,131
Mucus Relief DM,27.39,160
Tranxene,25.01,150
Lysol,59.0,107
Infla,96.06,115
LBEL HYDRATESS,31.99,146
Clobetasol Propionate,35.71,147
diltiazem hydrochloride,31.49,165
Butalbital, Aspirin and Caffeine,59.21,109
EltaMD UV Lip Balm,12.84,161
Hydrocodone Bitartrate And Acetaminophen,3.49,167
Amiloride Hydrochloride,69.87,117
Cephalexin,84.36,186
Valacyclovir Hydrochloride,30.92,105
Pediatex TDM,52.29,136
No7 Time Resisting Day Sunscreen SPF 12,4.78,119
Healthy Wear Pressed Bronzer,84.29,154
ACONITUM FEROX,68.8,163
CVS,43.19,104
leader ibuprofen,42.98,175
Ranitidine Hydrochloride,58.64,190
Burkhart,89.43,187
Apri,18.56,195
Aptiom,83.21,184
Aspirin,99.44,157
Amoxicillin,70.03,138
HAWAIIAN TROPIC,54.86,166
Psorinoheel,27.02,119
bareMinerals READY Touch Up Veil Broad Spectrum SPF 15,68.18,197
Glipizide,28.69,177
Ciprofloxacin,28.66,184
Bupropion hydrochloride,85.41,126
GoodSense,84.21,111
Vivotif-B,21.6,103
Virginia Live Oak,59.01,155
Clearasil Daily Clear,22.07,126
Oxygen,1.55,106
LABETALOL HYDROCHLORIDE,74.96,109
HEB,61.05,196
Degree,54.16,131
Lamotrigine,43.31,142
Exuviance CoverBlend Skin Caring Foundation,9.13,121
INDOMETHACIN,65.04,152
CONTINUOUS COVERAGE MAKEUP,14.5,185
Alcohol,68.11,175
Smooth Brome,97.27,122
Citalopram Hydrobromide,44.5,120
EuCutaSol,39.37,149
Tag Alder Pollen,4.27,103
Hydrocodone Bitartrate and Acetaminophen,98.56,158
Rasuvo,39.79,188
Isosorbide Dinitrate,20.27,180
Paroxetine,90.51,182
ESIKA,7.9,175
Arnica,36.35,115
Rimmel BB Cream Matte 9-IN-1 Skin Perfecting Super Makeup,33.0,174
Iris Antimicrobial Hand,59.63,152
Risperidone,74.96,198
Acetazolamide,83.72,178
Diaper Rash,49.47,174
Cut Care Insect Bite Antiseptic and Pain Relieving Wipe,13.5,169
Mucus Relief DM,33.68,122
LEADER Azo Tabs Urinary Tract Analgesic,91.05,192
Standardized Cat Hair,73.19,114
Oxybutynin Chloride,99.5,118
Pfizerpen,66.12,146
Povidone-Iodine,75.9,194
Ranitidine,31.98,101
ZzzQuil,59.94,132
Nafcillin,65.29,178
Bug Away,64.24,192
Doxazosin mesylate,45.95,193
Day Time Cold Head Congestion Severe,84.5,154
Gemfibrozil,58.85,147
Eve Lom Radiance Lift Foundation SPF 15,12.75,106
NITETIME,60.7,145
K-TAB,1.52,167
UV LOCK ULTRA PACT SUN,15.74,147
ANATHERUM MURICATUM,4.82,115
Good Neighbor Pharmacy Antacid,95.51,131
Flawless Finish Bare Perfection Makeup SPF 8 Warm Cappuccino,82.4,116
Mefenamic Acid,93.09,161
Publix,11.24,146
Strawberry,57.88,155
ISA KNOX SMART BB SUN,98.87,175
Bromocriptine mesylate,70.85,172
SHISEIDO THE MAKEUP LIFTING FOUNDATION,30.98,125
EXTRA STRENGTH WAL-DRYL ITCH RELIEF,37.2,188
Advanced Citrus,70.98,191
ARTISS,57.34,156
Tineacide,30.04,132
ageLOC Transformation,11.39,199
Alcohol Prep,15.08,153
Octreotide,71.19,110
Oral Dent,88.93,109
LOreal Paris Visible Lift CC Broad Spectrum SPF 20 Light Medium,79.09,155
Childrens Pain Reliever,53.92,176
Docusate Sodium,69.82,133
Leader tussin dm max,98.88,174
Hydroxyzine Pamoate,41.11,167
Sword Fish,93.55,147
SHISEIDO URBAN ENVIRONMENT TINTED UV PROTECTOR,20.02,196
Mometasone Furoate,78.26,156
Clearasil,69.07,170
Colgate,57.06,197
Oxycodone Hydrochloride,94.16,150
Polyethylene Glycol 3350, NF Powder for Solution, Laxative,8.03,183
TIZANIDINE HYDROCHLORIDE,42.01,132
3M Nexcare Cold Sore Treatment,53.33,196
smart sense allergy and congestion relief,20.88,128
White Poplar,31.72,195
Magnesium Sulfate,39.96,164
Good Sense Pain Relief PM,11.84,176
CAREALL Muscle Rub,24.32,147
SMITH BROS WARM APPLE PIE WITH CINNAMON FLAVOR BEADS Warming Throat Drops,22.72,200
Dicloxacillin Sodium,59.42,157
Ranitidine Hydrochloride,9.97,174
Olanzapine and Fluoxetine,90.28,127
Isopto Hyoscine,32.05,146
Bryaconeel,5.18,185
CANTALOUPE,42.22,133
IBU,9.38,195
Albuterol Sulfate,40.33,108
Clonazepam,3.82,141
Warfarin Sodium,35.43,146
Helium,15.13,190
Loblolly Pine,93.41,167
Levothyroxine sodium,55.93,173
Fire Ant,5.64,134
nasal decongestant pe,15.71,163
Rimmel London,58.77,105
Verapamil Hydrochloride,55.86,189
Lisinopril,76.53,130
Imipenem and Cilastatin,72.46,115
Meijer,64.42,104
Prochlorperazine Maleate,48.97,121
Flecainide Acetate,32.86,143
Famciclovir,48.43,116
ibuprofen pm,61.59,150
Nitrogen,43.8,144
Levothyroxine sodium,72.45,187
ShopRite Acid Reducer,36.42,190
Lamb,19.23,135
Mepivacaine,32.16,124
Rheumaforce,89.82,127
Leader Allergy Relief D-24,20.29,130
Treatment Set TS334946,33.6,151
Body Luxuries Coconut Vanilla Waterless Anti-bacterial Hand Sanitizer,28.37,124
Duane Reade,33.17,145
Nauzene,39.46,109
LMD in Dextrose,42.83,107
PRADAXA,66.99,191
Secret Clinical Strength,27.23,133
SkinCeuticals Ultimate UV Defense Broad Spectrum SPF 30 Sunscreen,12.16,127
CD DiorSnow White Reveal UV Shield Foundation 020-Light Beige,86.32,153
Belladonna Kit Refill,35.22,200
Anger Soothe,59.39,176
LBEL FILLING EFFECT FOUNDATION SPF 10,36.83,161
Corn Smut,75.11,122
Blistex,30.53,196
Mycophenolate mofetil,70.91,112
FLUOXETINE HYDROCHLORIDE,83.88,123
Cucumber,26.41,160
Childrens Acetaminophen,26.18,180
IPKN Moist and Firm BB 02 MEDIUM,9.5,127
Cheat Brome Grass,55.94,140
Treatment Set TS330534,56.24,140
Complete Care,77.67,158
DOLOPHINE,25.89,123
Milk of Magnesia,66.68,175
Tartar control plus,83.84,164
athletes foot,17.82,186
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,76.14,108
Trifluoperazine Hydrochloride,25.72,176
Bacitracin Zinc and Polymyxin B Sulfate,38.35,146
Antacid Antigas,66.62,119
Cumin,89.2,107
Fexofenadine Hydrochloride,43.39,189
Lamb Quarters,21.46,173
Lucky Super Soft,62.97,136
CroupEx Sprinkles,33.24,186
Medicated Dandruff,38.14,191
Lidocaine Hydrochloride,14.41,104
Advanced Arnica,99.23,135
Losartan Potassium and Hydrochlorothiazide,32.94,184
Sunmark calcium antacid,80.33,189
Aminophylline,19.44,167
NEOCIDIN,68.59,127
Hydrophor,7.74,164
Lavender Sap Patch,25.74,153
Ultracare Anesthetic,52.53,197
ATOPALM Deep Penetrating Pain Relieving,19.92,153
Fluconazole,57.67,150
Cyclobenzaprine Hydrochloride,28.0,166
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,51.31,146
Food - Plant Source, Carrot Daucus carota,70.83,168
Fluaid,23.34,109
Equaline adult tussin,44.28,135
Formica ex animale 3/15,88.65,197
Extra Strength Headache Relief,55.7,134
HGH-Pro,77.83,154
Soothe Long Lasting,31.81,141
Cefazolin,70.55,160
pain relief pm,72.24,200
Amoxicillin,5.44,196
No7 Stay Perfect Foundation Sunscreen SPF 15 Tan,63.79,170
Plan B,78.26,109
Pentasa,81.53,193
LIPOFEN,63.35,160
Lisinopril,64.79,199
Sure Original Solid Unscented,88.77,183
Paroxetine,3.52,101
Gerbil Epithelium,60.53,194
Moexipril Hydrochloride,54.15,166
Opana,87.6,101
Nartussal,19.05,153
Risperidone,7.72,105
good sense aspirin,34.68,178
Sertraline Hydrochloride,39.49,169
Doxepin Hydrochloride,42.33,165
LISINOPRIL,33.76,123
LBEL HYDRATESS,48.8,142
Simvastatin,34.54,108
Melaleuca Pollen,66.62,171
Sertraline Hydrochloride,99.61,161
CARYA ILLINOINENSIS POLLEN,72.6,114
Jurlique Purely Sun-Defying,97.75,135
Leader Nicotine,66.45,109
Bambusa Aurum,68.41,152
MISSHA M PRISM BRIGHT ON AUTO,71.76,150
Enalapril Maleate,57.96,186
Adrenal Tincture,71.43,174
Senna-S,80.19,193
SparkleFresh,60.92,162
babies r us infants pain relief,10.35,161
Tinted Moisturizer SPF20,6.17,170
Highmark Professional Luxury Foam Antibacterial Handwash,14.49,178
Molds, Rusts and Smuts, Fusarium vasinfectum,64.49,136
Birch,46.6,150
NuLYTELY,35.84,177
Antacid,94.81,129
MONSELS SOLUTION,53.74,157
Lamotrigine,2.12,130
Neosporin Eczema Essentials,7.02,161
Allergy Relief,97.74,158
Indigestion Complex,69.2,189
up and up junior strength ibuprofen,2.23,194
EFFET PARFAIT,94.18,115
Oxytocin,1.11,115
CLOMIPRAMINE HYDROCHLORIDE,62.25,133
MUCUS RELIEF,35.23,153
Virginia Live Oak,79.64,161
Neutrogena Naturals Acne Foaming Scrub,25.73,139
IRINOTECAN HYDROCHLORIDE,51.63,134
nicotine,11.61,158
Butalbital, Acetaminophen and Caffeine,44.44,149
Koh Gen Do Aqua Foundation,48.75,136
Buxom Show Some Skin Weightless Foundation Broad Spectrum SPF 30,89.28,187
Pollens - Trees, Melaleuca (Punk Tree) Melaleuca quinquenervia,90.61,116
Senna-S,20.3,124
TUBERSOL,70.58,130
ARNICA MONTANA,80.0,137
Cathflo Activase,56.64,166
Cough,53.34,148
ANTIBACTERIAL AMBER HAND SOAP,81.23,168
JUGLANS REGIA POLLEN,44.45,190
Polymyxin B Sulfate and Trimethoprim,20.14,105
Metoclopramide Hydrochloride,68.1,189
Night Time Cherry,66.1,153
PredniSONE,31.72,187
Stomach Relief,52.97,145
Lidocaine Hydrochloride,36.82,127
ENALAPRIL MALEATE,86.16,112
Olay Professional ProX,44.93,131
Oil-Free Acne Wash Foaming Scrub,32.37,145
DORYX,88.83,125
NiteTime Cold and Flu,91.16,103
Cefadroxil,30.77,136
Sulfamethoxazole and Trimethoprim,39.34,163
Skin So Soft Bug Guard Plus IR3535,56.63,118
CARISOPRODOL,84.03,150
Alkali Blite Pollen,83.34,184
DIVALPROEX SODIUM,6.63,196
Mycophenolic Acid,64.77,115
Migranal,48.59,182
Alendronate Sodium,64.5,188
Fenofibrate,38.45,182
Scrub-In Surgical Scrub Brush/Sponge,99.26,189
Lupron Depot-PED,72.7,122
benzonatate,12.42,154
BenzePrO,90.5,177
Trazodone Hydrochloride,80.09,153
Red Oak,66.39,162
NightTime Sinus Relief,82.34,177
Hydrochlorothiazide,52.66,124
Epstein Barr Virus Remedy,73.04,120
Sore Throat,11.82,149
Dilantin,87.85,151
Stay Awake,45.12,140
Triple Antibiotic,51.43,123
Cilostazol,69.37,112
Levothyroxine Sodium,86.41,107
hydrochlorothiazide,16.13,190
Sterile Vancomycin Hydrochloride,22.2,126
Sweet Gum,45.03,129
Aveeno Active Naturals Skin Relief Medicated Anti Itch Treatment,39.11,125
Benztropine Mesylate,92.34,171
Ethosuximide,32.86,159
Gabapentin,83.48,148
Diclofenac Sodium,76.99,160
BUSPIRONE HYDROCHLORIDE,49.3,179
Bupropion Hydrochloride,54.46,190
Isopropyl Alcohol,5.41,162
Curly Dock,34.83,129
ALENDRONATE SODIUM,47.82,134
Old Spice Red Zone Collection After Hours,36.66,125
MUSCLE THERAPY WITH ARNICA,16.43,194
Methocarbamol,55.19,197
Simvastatin,44.34,137
Equate antacid,55.68,196
Fluorouracil,80.57,108
Solu-Medrol,28.89,131
Lisinopril,28.83,186
LAMOTRIGINE,6.72,121
BestHealth Honey Lemon,90.22,167
Uricalm,12.96,135
VITRASE,36.3,168
Plaster,38.0,113
FazaClo,80.22,146
Inderal,31.27,110
Pyrite Salvia,61.14,193
Jolessa,82.22,163
Doxycycline,33.85,174
Gelsemium Semp Kit Refill,3.02,101
Oxcarbazepine,1.22,130
Short Ragweed,25.63,164
RadiaBlock,1.79,163
Quinine Sulfate,19.78,102
Homeopathic Sore Throat Formula,1.71,193
Equaline Stay Awake,68.76,120
LBEL EFFET PARFAIT MINERAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,89.46,169
